NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0055 |           0.0055
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0069 |           0.0034
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.0886 |           0.0886
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.1659 |           0.1659
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.3824 |           0.3824
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.0120 |           0.0120
ExpansionHardlineModule::OnClientPrepare                                                   |          1 |           0.0107 |           0.0107
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0144 |           0.0144
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.2603 |           0.2603
ExpansionMarketCategory::GetGlobalItem                                                     |       3002 |           3.2738 |           0.0010
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |           8.1618 |           8.1618
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0034 |           0.0034
ExpansionP2PMarketModule::CheckListingsTimes                                               |         29 |           0.4288 |           0.0147
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0024 |           0.0024
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           1.9751 |           1.9751
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           1.4266 |           1.4266
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0084 |           0.0084
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0065 |           0.0065
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         347.8480 |         347.8480
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           2.3469 |           2.3469
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         347.6630 |         347.6630
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.5453 |           0.5453
ExpansionPathHandler::OnUpdate                                                             |     309468 |        2489.3500 |           0.0080
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           2.7290 |           2.7290
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.4182 |           0.2091
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0074 |           0.0037
ExpansionQuest::Finalize                                                                   |          2 |           1.1762 |           0.5881
ExpansionQuest::OnQuestCleanup                                                             |          2 |           4.4149 |           2.2074
ExpansionQuest::OnQuestContinue                                                            |          2 |           4.3076 |           2.1538
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.6771 |           0.3385
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0207 |           0.0103
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.0753 |           0.0376
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.0918 |           0.0459
ExpansionQuest::SetQuestState                                                              |          2 |           0.0907 |           0.0453
ExpansionQuest::UpdateQuest                                                                |          2 |           1.8546 |           0.9273
ExpansionQuestConfig::Load                                                                 |         21 |          25.5923 |           1.2186
