NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          2 |          22.8747 |          11.4373
ExpansionQuestModule::InitQuestSystemClient                                                |          2 |          52.5948 |          26.2974
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0138 |           0.0138
ExpansionQuestModule::OnClientDisconnect                                                   |          2 |          13.7962 |           6.8981
ExpansionQuestModule::OnInit                                                               |          1 |           0.0158 |           0.0158
ExpansionQuestModule::OnInvokeConnect                                                      |          2 |           0.1715 |           0.0857
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0913 |           0.0913
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         116.0810 |         116.0810
ExpansionQuestModule::OnMissionStart                                                       |          1 |          85.6872 |          85.6872
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          4 |           2.2643 |           0.5660
ExpansionQuestModule::RemoveClientMarkers                                                  |          4 |           0.1893 |           0.0473
ExpansionQuestModule::SendClientQuestData                                                  |          2 |          10.6793 |           5.3396
ExpansionQuestModule::ServerModuleInit                                                     |          1 |          84.1449 |          84.1449
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          4 |           2.9025 |           0.7256
ExpansionQuestModule::UpdateQuestObjectiveData                                             |          4 |           1.4756 |           0.3689
ExpansionQuestNPCAIDenis::OnPlayerLoaded                                                   |          1 |           0.3359 |           0.3359
ExpansionQuestNPCAIElias::OnPlayerLoaded                                                   |          1 |           0.3167 |           0.3167
ExpansionQuestObjectiveActionEvent::AssignObjectiveOnClasses                               |          2 |           0.3902 |           0.1951
ExpansionQuestObjectiveActionEvent::CanComplete                                            |          2 |           0.1825 |           0.0912
ExpansionQuestObjectiveActionEvent::DeassignObjectiveOnClasses                             |          4 |           1.4757 |           0.3689
ExpansionQuestObjectiveActionEvent::ExpansionQuestObjectiveEventBase                       |          2 |           0.0047 |           0.0023
ExpansionQuestObjectiveActionEvent::OnContinue                                             |          2 |           0.9572 |           0.4786
ExpansionQuestObjectiveActionEvent::OnObjectiveActionExecuted                              |         60 |           0.5414 |           0.0090
ExpansionQuestObjectiveActionEvent::RemoveObjectiveMarkers                                 |          2 |           0.5922 |           0.2961
ExpansionQuestObjectiveActionEvent::SetActionState                                         |          2 |           0.0641 |           0.0320
ExpansionQuestObjectiveActionEvent::SetExecutionCount                                      |          2 |           0.0603 |           0.0301
ExpansionQuestObjectiveData::OnRecieve                                                     |          8 |           0.0690 |           0.0086
ExpansionQuestObjectiveData::OnSend                                                        |         16 |           1.9325 |           0.1207
ExpansionQuestObjectiveTargetEvent::AssignObjectiveOnClasses                               |          2 |           0.3693 |           0.1846
ExpansionQuestObjectiveTargetEvent::CanComplete                                            |          2 |           0.2070 |           0.1035
ExpansionQuestObjectiveTargetEvent::DeassignObjectiveOnClasses                             |          4 |           1.2489 |           0.3122
ExpansionQuestObjectiveTargetEvent::ExpansionQuestObjectiveEventBase                       |          2 |           0.0052 |           0.0026
ExpansionQuestObjectiveTargetEvent::RemoveObjectiveMarkers                                 |          2 |           0.8603 |           0.4301
ExpansionQuestObjectiveTargetEvent::SetCount                                               |          2 |           0.0681 |           0.0340
ExpansionQuestPersistentData::GetQuestObjectiveByQuestIDAndIndex                           |          4 |           0.0278 |           0.0069
ExpansionQuestPersistentData::OnRead                                                       |          2 |           2.8761 |           1.4380
ExpansionQuestPersistentData::OnWrite                                                      |          4 |           8.5167 |           2.1291
ExpansionQuestPersistentData::Save                                                         |          2 |           8.1833 |           4.0916
ExpansionQuestPersistentQuestData::OnRead                                                  |          8 |           1.6568 |           0.2071
ExpansionQuestPersistentQuestData::OnWrite                                                 |         16 |           6.0062 |           0.3753
ExpansionQuestPersistentServerData::Save                                                   |          1 |           0.6184 |           0.6184
ExpansionQuestSettings::OnLoad                                                             |          1 |           1.4111 |           1.4111
ExpansionRespawnHandlerModule::CheckResumeSpawnSelection                                   |          2 |           0.2917 |           0.1458
ExpansionRespawnHandlerModule::Load                                                        |          1 |           0.3500 |           0.3500
ExpansionRespawnHandlerModule::OnInit                                                      |          1 |           0.0257 |           0.0257
ExpansionRespawnHandlerModule::OnInvokeConnect                                             |          2 |           0.0154 |           0.0077
ExpansionRespawnHandlerModule::OnMissionFinish                                             |          1 |           0.9843 |           0.9843
ExpansionRespawnHandlerModule::OnMissionStart                                              |          1 |           0.7903 |           0.7903
ExpansionRespawnHandlerModule::Save                                                        |          1 |           0.6618 |           0.6618
ExpansionSettings::Init                                                                    |          1 |           0.0183 |           0.0183
ExpansionSettings::ServerInit                                                              |          1 |         504.8290 |         504.8290
ExpansionUAZCargoRoofless::EEInit                                                          |          1 |           0.0422 |           0.0422
ExpansionUAZCargoRoofless::Expansion_EngineStart#1322865                                   |          1 |           0.1939 |           0.1939
ExpansionVodnik::EEInit                                                                    |          2 |           0.1108 |           0.0554
ExpansionVodnik::Expansion_EngineStart#1322865                                             |          1 |           0.1630 |           0.1630
ExpansionVodnik::OnPing                                                                    |          2 |           0.0097 |           0.0048
ExpansionWorldObjectsModule::LoadObjectsFile                                               |          1 |           2.3098 |           2.3098
ExpansionWorldObjectsModule::OnInit                                                        |          1 |           0.0248 |           0.0248
ExpansionWorldObjectsModule::OnInvokeConnect                                               |          2 |           0.0099 |           0.0049
ExpansionWorldObjectsModule::OnMissionFinish                                               |          1 |           0.3827 |           0.3827
ExpansionWorldObjectsModule::OnMissionStart                                                |          1 |        5446.8000 |        5446.8000
ExpansionWorldObjectsModule::OnRPC                                                         |          2 |           0.0101 |           0.0050
ExpansionWorldObjectsModule::RestoreRemovedObjects                                         |          1 |           0.0066 |           0.0066
ExpansionWorldObjectsModule::WriteRemovedObjects                                           |          2 |           0.0524 |           0.0262
Expansion_Master_FSM_0::Update                                                             |    1445368 |           148295 |           0.1026
Land_Lighthouse::Land_Lighthouse                                                           |          2 |           0.0081 |           0.0040
Land_Lighthouse::OnSettingsUpdated                                                         |          2 |           0.0127 |           0.0063
Land_Lighthouse::~Land_Lighthouse                                                          |          2 |           0.0096 |           0.0048
SurvivorBase::OnPlayerLoaded                                                               |          2 |           1.6367 |           0.8183
ZombieBase::AssignQuestObjective                                                           |          2 |           0.0084 |           0.0042
ZombieBase::DeassignQuestObjective                                                         |          4 |           0.0649 |           0.0162
eAIBase::UpdateTargets                                                                     |    1445386 |       22473.3000 |           0.0155
eAIBase::eAI_PrioritizeTargets                                                             |     295506 |         759.4580 |           0.0025
eAIBase::eAI_SetAccuracy                                                                   |          6 |           0.0839 |           0.0139
eAIBase::eAI_SetDamageMultiplier                                                           |          3 |           0.0413 |           0.0137
eAIBase::eAI_SetThreatDistanceLimit                                                        |          6 |           0.0453 |           0.0075
eAICommandMove::PreAnimUpdate                                                              |     963614 |       30728.1000 |           0.0318
