NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ExpansionQuestModule::OnRPC                                                                |          3 |          15.0288 |           5.0096
ExpansionQuestModule::QuestDisplayConditions                                               |         12 |           4.6853 |           0.3904
ExpansionQuestModule::RPC_SendClientQuestData                                              |          3 |          14.5092 |           4.8364
ExpansionQuestModule::UpdateQuestNPCIndicators                                             |          3 |          10.5709 |           3.5236
ExpansionQuestObjectiveData::OnRecieve                                                     |         12 |           0.1039 |           0.0086
ExpansionQuestPersistentData::OnRead                                                       |          3 |          11.3149 |           3.7716
ExpansionQuestPersistentQuestData::OnRead                                                  |         12 |           7.7539 |           0.6461
ExpansionRespawnHandlerModule::Exec_CloseSpawnMenu                                         |          2 |           1.1552 |           0.5776
ExpansionRespawnHandlerModule::Exec_ShowSpawnMenu                                          |          2 |         297.5290 |         148.7640
ExpansionRespawnHandlerModule::OnInit                                                      |          1 |           0.0395 |           0.0395
ExpansionRespawnHandlerModule::OnMissionFinish                                             |          1 |           0.0045 |           0.0045
ExpansionRespawnHandlerModule::OnMissionStart                                              |          1 |           0.0035 |           0.0035
ExpansionRespawnHandlerModule::OnRPC                                                       |          4 |           0.8150 |           0.2037
ExpansionRespawnHandlerModule::ProcessCooldown                                             |          2 |           0.0215 |           0.0107
ExpansionRespawnHandlerModule::RPC_CloseSpawnMenu                                          |          2 |           0.0202 |           0.0101
ExpansionRespawnHandlerModule::RPC_ShowSpawnMenu                                           |          2 |           0.0415 |           0.0207
ExpansionRespawnHandlerModule::RequestPlacePlayerAtTempSafePosition                        |          2 |           0.0083 |           0.0041
ExpansionRespawnHandlerModule::SelectSpawn                                                 |          2 |           0.5062 |           0.2531
ExpansionSettings::GameInit                                                                |          2 |          84.0504 |          42.0252
ExpansionSettings::Init                                                                    |          2 |           0.0294 |           0.0147
ExpansionSettings::Receive                                                                 |         69 |         138.9660 |           2.0140
ExpansionSettings::Unload                                                                  |          1 |           0.0359 |           0.0359
ExpansionUh1h::EEInit                                                                      |         22 |           0.3461 |           0.0157
ExpansionVodnik::EEInit                                                                    |          4 |           0.0723 |           0.0180
ExpansionWorldObjectsModule::OnInit                                                        |          1 |           0.0123 |           0.0123
ExpansionWorldObjectsModule::OnMissionFinish                                               |          1 |           0.2362 |           0.2362
ExpansionWorldObjectsModule::OnMissionStart                                                |          1 |           0.0046 |           0.0046
ExpansionWorldObjectsModule::OnRPC                                                         |          1 |           0.0125 |           0.0125
ExpansionWorldObjectsModule::RPC_RemoveObjects                                             |          3 |           0.0120 |           0.0040
ExpansionWorldObjectsModule::RestoreRemovedObjects                                         |          1 |           0.0064 |           0.0064
Land_Lighthouse::Land_Lighthouse                                                           |          7 |           0.0846 |           0.0120
Land_Lighthouse::OnEnable                                                                  |         12 |           1.4492 |           0.1207
Land_Lighthouse::OnSettingsUpdated                                                         |         12 |           5.2685 |           0.4390
Land_Lighthouse::~Land_Lighthouse                                                          |          7 |           0.0621 |           0.0088
MissionGameplay::CreateScriptedMenu                                                        |         12 |         268.3840 |          22.3653
MissionGameplay::InitExpansionChat                                                         |          1 |           0.5752 |           0.5752
MissionGameplay::InitExpansionQuestHud                                                     |          1 |           2.2260 |           2.2260
MissionGameplay::SwitchChatChannelToDirect                                                 |          1 |           0.0069 |           0.0069
MissionMainMenu::CreateScriptedMenu                                                        |          1 |           0.0155 |           0.0155
SurvivorBase::OnPlayerLoaded                                                               |         12 |          18.8530 |           1.5710
