NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0044 |           0.0044
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0104 |           0.0052
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.1655 |           0.1655
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.3716 |           0.3716
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.5161 |           0.5161
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.0745 |           0.0745
ExpansionHardlineModule::OnClientPrepare                                                   |          1 |           0.0104 |           0.0104
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0131 |           0.0131
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.3925 |           0.3925
ExpansionMarketCategory::GetGlobalItem                                                     |       1142 |           1.8792 |           0.0016
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |          20.1934 |          20.1934
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0042 |           0.0042
ExpansionP2PMarketModule::CheckListingsTimes                                               |        129 |           2.0081 |           0.0155
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0025 |           0.0025
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           3.8754 |           3.8754
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           2.9948 |           2.9948
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0316 |           0.0316
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0060 |           0.0060
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         713.1230 |         713.1230
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           4.3690 |           4.3690
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         712.8270 |         712.8270
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.7166 |           0.7166
ExpansionPathHandler::OnUpdate                                                             |    1384736 |       17125.2000 |           0.0123
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           5.5812 |           5.5812
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.7778 |           0.3889
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0078 |           0.0039
ExpansionQuest::Finalize                                                                   |          2 |           1.7989 |           0.8994
ExpansionQuest::OnQuestCleanup                                                             |          2 |          13.9496 |           6.9748
ExpansionQuest::OnQuestContinue                                                            |          2 |           6.2912 |           3.1456
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.8930 |           0.4465
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0352 |           0.0176
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.1116 |           0.0558
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.1276 |           0.0638
ExpansionQuest::SetQuestState                                                              |          2 |           0.1127 |           0.0563
ExpansionQuest::UpdateQuest                                                                |          2 |           2.9132 |           1.4566
ExpansionQuestConfig::Load                                                                 |         21 |          48.1348 |           2.2921
ExpansionQuestConfig::OnSend                                                               |         21 |           0.4523 |           0.0215
ExpansionQuestConfig::ValidateQuestConfiguration                                           |         21 |           0.2711 |           0.0129
ExpansionQuestModule::CheckAndDeleteObjectSet                                              |          2 |           0.1501 |           0.0750
ExpansionQuestModule::CheckAndSpawnObjectSet                                               |          2 |           0.0078 |           0.0039
ExpansionQuestModule::CleanupPlayerQuests                                                  |          1 |          17.8679 |          17.8679
ExpansionQuestModule::GetObjectiveProgressFromQuestData                                    |          2 |           2.9268 |           1.4634
ExpansionQuestModule::InitClientQuests                                                     |          1 |          33.2716 |          33.2716
ExpansionQuestModule::InitClientQuests_AutoAndAchievementQuests                            |          1 |           0.8301 |           0.8301
ExpansionQuestModule::InitClientQuests_Groups                                              |          1 |           0.0054 |           0.0054
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          1 |          17.2160 |          17.2160
ExpansionQuestModule::InitQuestSystemClient                                                |          1 |          38.0068 |          38.0068
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0157 |           0.0157
ExpansionQuestModule::OnClientDisconnect                                                   |          1 |          19.2244 |          19.2244
ExpansionQuestModule::OnInit                                                               |          1 |           0.0237 |           0.0237
ExpansionQuestModule::OnInvokeConnect                                                      |          1 |           0.1164 |           0.1164
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0491 |           0.0491
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         259.4820 |         259.4820
ExpansionQuestModule::OnMissionStart                                                       |          1 |         159.4250 |         159.4250
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          2 |           1.5967 |           0.7983
ExpansionQuestModule::RemoveClientMarkers                                                  |          2 |           0.1043 |           0.0521
ExpansionQuestModule::SendClientQuestData                                                  |          1 |           8.9557 |           8.9557
ExpansionQuestModule::ServerModuleInit                                                     |          1 |         156.7650 |         156.7650
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          2 |           2.4087 |           1.2043
ExpansionQuestModule::UpdateQuestObjectiveData                                             |          2 |           0.9831 |           0.4915
ExpansionQuestNPCAIDenis::OnPlayerLoaded                                                   |          1 |           0.8437 |           0.8437
ExpansionQuestNPCAIElias::OnPlayerLoaded                                                   |          1 |           0.5885 |           0.5885
ExpansionQuestObjectiveActionEvent::AssignObjectiveOnClasses                               |          1 |           0.2944 |           0.2944
ExpansionQuestObjectiveActionEvent::CanComplete                                            |          1 |           0.1295 |           0.1295
ExpansionQuestObjectiveActionEvent::DeassignObjectiveOnClasses                             |          2 |           1.0708 |           0.5354
ExpansionQuestObjectiveActionEvent::ExpansionQuestObjectiveEventBase                       |          1 |           0.0028 |           0.0028
ExpansionQuestObjectiveActionEvent::OnContinue                                             |          1 |           0.7071 |           0.7071
ExpansionQuestObjectiveActionEvent::OnObjectiveActionExecuted                              |         18 |           0.1871 |           0.0103
ExpansionQuestObjectiveActionEvent::RemoveObjectiveMarkers                                 |          1 |           0.4755 |           0.4755
ExpansionQuestObjectiveActionEvent::SetActionState                                         |          1 |           0.1264 |           0.1264
ExpansionQuestObjectiveActionEvent::SetExecutionCount                                      |          1 |           0.0665 |           0.0665
ExpansionQuestObjectiveData::OnRecieve                                                     |         20 |           0.1478 |           0.0073
ExpansionQuestObjectiveData::OnSend                                                        |          8 |           0.7862 |           0.0982
ExpansionQuestObjectiveTargetEvent::AssignObjectiveOnClasses                               |          1 |           0.2677 |           0.2677
ExpansionQuestObjectiveTargetEvent::CanComplete                                            |          1 |           0.1255 |           0.1255
ExpansionQuestObjectiveTargetEvent::DeassignObjectiveOnClasses                             |          2 |           5.2613 |           2.6306
ExpansionQuestObjectiveTargetEvent::ExpansionQuestObjectiveEventBase                       |          1 |           0.0024 |           0.0024
ExpansionQuestObjectiveTargetEvent::RemoveObjectiveMarkers                                 |          1 |           0.8300 |           0.8300
ExpansionQuestObjectiveTargetEvent::SetCount                                               |          1 |           0.0568 |           0.0568
ExpansionQuestPersistentData::GetQuestObjectiveByQuestIDAndIndex                           |          2 |           0.0164 |           0.0082
ExpansionQuestPersistentData::OnRead                                                       |          5 |          12.4698 |           2.4939
ExpansionQuestPersistentData::OnWrite                                                      |          2 |           5.8806 |           2.9403
ExpansionQuestPersistentData::Save                                                         |          1 |           4.6450 |           4.6450
ExpansionQuestPersistentQuestData::OnRead                                                  |         20 |           6.7414 |           0.3370
ExpansionQuestPersistentQuestData::OnWrite                                                 |          8 |           3.5854 |           0.4481
ExpansionQuestPersistentServerData::Save                                                   |          1 |           0.5811 |           0.5811
ExpansionQuestSettings::OnLoad                                                             |          1 |           2.0778 |           2.0778
ExpansionRespawnHandlerModule::CheckResumeSpawnSelection                                   |          1 |           0.0089 |           0.0089
ExpansionRespawnHandlerModule::Load                                                        |          1 |           0.5293 |           0.5293
ExpansionRespawnHandlerModule::OnInit                                                      |          1 |           0.0192 |           0.0192
ExpansionRespawnHandlerModule::OnInvokeConnect                                             |          1 |           0.0075 |           0.0075
ExpansionRespawnHandlerModule::OnMissionFinish                                             |          1 |           2.5394 |           2.5394
ExpansionRespawnHandlerModule::OnMissionStart                                              |          1 |           1.1670 |           1.1670
ExpansionRespawnHandlerModule::Save                                                        |          1 |           1.6186 |           1.6186
ExpansionSettings::Init                                                                    |          1 |           0.0341 |           0.0341
ExpansionSettings::ServerInit                                                              |          1 |         699.3680 |         699.3680
ExpansionWorldObjectsModule::LoadObjectsFile                                               |          1 |           5.5425 |           5.5425
ExpansionWorldObjectsModule::OnInit                                                        |          1 |           0.0122 |           0.0122
ExpansionWorldObjectsModule::OnInvokeConnect                                               |          1 |           0.0042 |           0.0042
ExpansionWorldObjectsModule::OnMissionFinish                                               |          1 |           0.3770 |           0.3770
ExpansionWorldObjectsModule::OnMissionStart                                                |          1 |        6768.5900 |        6768.5900
ExpansionWorldObjectsModule::OnRPC                                                         |          1 |           0.0064 |           0.0064
ExpansionWorldObjectsModule::RestoreRemovedObjects                                         |          1 |           0.1053 |           0.1053
ExpansionWorldObjectsModule::WriteRemovedObjects                                           |          1 |           0.0045 |           0.0045
Expansion_Master_FSM_0::Update                                                             |    1384718 |           154347 |           0.1114
SurvivorBase::OnPlayerLoaded                                                               |          1 |           0.8410 |           0.8410
ZombieBase::AssignQuestObjective                                                           |          1 |           0.0042 |           0.0042
ZombieBase::DeassignQuestObjective                                                         |          2 |           0.0731 |           0.0365
eAIBase::UpdateTargets                                                                     |    1384736 |       20581.3000 |           0.0148
eAIBase::eAI_PrioritizeTargets                                                             |     282938 |         617.9100 |           0.0021
eAIBase::eAI_SetAccuracy                                                                   |          6 |           0.0910 |           0.0151
eAIBase::eAI_SetDamageMultiplier                                                           |          3 |           0.0268 |           0.0089
eAIBase::eAI_SetThreatDistanceLimit                                                        |          6 |           0.0580 |           0.0096
eAICommandMove::PreAnimUpdate                                                              |     923180 |            31645 |           0.0342
