NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0042 |           0.0042
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0059 |           0.0029
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.1405 |           0.1405
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.3174 |           0.3174
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.4225 |           0.4225
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.0060 |           0.0060
ExpansionHardlineModule::OnClientPrepare                                                   |          1 |           0.0100 |           0.0100
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0150 |           0.0150
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.2823 |           0.2823
ExpansionMarketCategory::GetGlobalItem                                                     |       1142 |           1.2503 |           0.0010
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |           8.9638 |           8.9638
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0036 |           0.0036
ExpansionP2PMarketModule::CheckListingsTimes                                               |          3 |           0.0382 |           0.0127
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0027 |           0.0027
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           2.2715 |           2.2715
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           1.5115 |           1.5115
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0085 |           0.0085
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0068 |           0.0068
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         357.1550 |         357.1550
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           2.8049 |           2.8049
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         356.9630 |         356.9630
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.4636 |           0.4636
ExpansionPathHandler::OnUpdate                                                             |      28956 |         321.5480 |           0.0111
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           3.3138 |           3.3138
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.4894 |           0.2447
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0075 |           0.0037
ExpansionQuest::Finalize                                                                   |          2 |           1.1010 |           0.5505
ExpansionQuest::OnQuestCleanup                                                             |          2 |           3.7719 |           1.8859
ExpansionQuest::OnQuestContinue                                                            |          2 |           4.4314 |           2.2157
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.6279 |           0.3139
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0119 |           0.0059
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.0644 |           0.0322
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.0967 |           0.0483
ExpansionQuest::SetQuestState                                                              |          2 |           0.1018 |           0.0509
ExpansionQuest::UpdateQuest                                                                |          2 |           2.0968 |           1.0484
ExpansionQuestConfig::Load                                                                 |         21 |          26.0991 |           1.2428
ExpansionQuestConfig::OnSend                                                               |         21 |           0.5723 |           0.0272
ExpansionQuestConfig::ValidateQuestConfiguration                                           |         21 |           0.2102 |           0.0100
ExpansionQuestModule::CheckAndDeleteObjectSet                                              |          2 |           0.0066 |           0.0033
ExpansionQuestModule::CheckAndSpawnObjectSet                                               |          2 |           0.0084 |           0.0042
ExpansionQuestModule::CleanupPlayerQuests                                                  |          1 |           4.5416 |           4.5416
ExpansionQuestModule::GetObjectiveProgressFromQuestData                                    |          2 |           2.3222 |           1.1611
ExpansionQuestModule::InitClientQuests                                                     |          1 |          26.2447 |          26.2447
ExpansionQuestModule::InitClientQuests_AutoAndAchievementQuests                            |          1 |           0.6689 |           0.6689
ExpansionQuestModule::InitClientQuests_Groups                                              |          1 |           0.0067 |           0.0067
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          1 |          12.6275 |          12.6275
ExpansionQuestModule::InitQuestSystemClient                                                |          1 |          29.6705 |          29.6705
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0152 |           0.0152
ExpansionQuestModule::OnClientDisconnect                                                   |          1 |           4.7614 |           4.7614
ExpansionQuestModule::OnInit                                                               |          1 |           0.0152 |           0.0152
ExpansionQuestModule::OnInvokeConnect                                                      |          1 |           0.0579 |           0.0579
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0115 |           0.0115
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         110.1090 |         110.1090
ExpansionQuestModule::OnMissionStart                                                       |          1 |          94.6983 |          94.6983
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          2 |           1.3108 |           0.6554
ExpansionQuestModule::RemoveClientMarkers                                                  |          2 |           0.0441 |           0.0220
ExpansionQuestModule::SendClientQuestData                                                  |          1 |           6.4994 |           6.4994
ExpansionQuestModule::ServerModuleInit                                                     |          1 |          93.0685 |          93.0685
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          2 |           1.7422 |           0.8711
ExpansionQuestModule::UpdateQuestObjectiveData                                             |          2 |           0.7677 |           0.3838
ExpansionQuestNPCAIDenis::OnPlayerLoaded                                                   |          1 |           0.3544 |           0.3544
ExpansionQuestNPCAIElias::OnPlayerLoaded                                                   |          1 |           0.3064 |           0.3064
ExpansionQuestObjectiveActionEvent::AssignObjectiveOnClasses                               |          1 |           0.2039 |           0.2039
ExpansionQuestObjectiveActionEvent::CanComplete                                            |          1 |           0.1010 |           0.1010
