NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0032 |           0.0032
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0087 |           0.0043
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.1143 |           0.1143
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.1788 |           0.1788
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.3647 |           0.3647
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.3176 |           0.3176
ExpansionHardlineModule::OnClientPrepare                                                   |          1 |           0.0105 |           0.0105
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0157 |           0.0157
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.2546 |           0.2546
ExpansionMarketCategory::GetGlobalItem                                                     |       1142 |           1.3547 |           0.0011
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |           9.0936 |           9.0936
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0034 |           0.0034
ExpansionP2PMarketModule::CheckListingsTimes                                               |        107 |           1.7490 |           0.0163
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0032 |           0.0032
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           1.9180 |           1.9180
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           1.3510 |           1.3510
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0123 |           0.0123
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0070 |           0.0070
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         340.9740 |         340.9740
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           2.3183 |           2.3183
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         340.7740 |         340.7740
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.9169 |           0.9169
ExpansionPathHandler::OnUpdate                                                             |    1150540 |       13813.6000 |           0.0120
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           2.8707 |           2.8707
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.7798 |           0.3899
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0064 |           0.0032
ExpansionQuest::Finalize                                                                   |          2 |           1.6326 |           0.8163
ExpansionQuest::OnQuestCleanup                                                             |          2 |           5.7035 |           2.8517
ExpansionQuest::OnQuestContinue                                                            |          2 |           4.6191 |           2.3095
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.6918 |           0.3459
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0252 |           0.0126
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.1212 |           0.0606
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.1017 |           0.0508
ExpansionQuest::SetQuestState                                                              |          2 |           0.1022 |           0.0511
ExpansionQuest::UpdateQuest                                                                |          2 |           2.1226 |           1.0613
ExpansionQuestConfig::Load                                                                 |         21 |          26.3898 |           1.2566
ExpansionQuestConfig::OnSend                                                               |         21 |           0.4519 |           0.0215
ExpansionQuestConfig::ValidateQuestConfiguration                                           |         21 |           0.3343 |           0.0159
ExpansionQuestModule::CheckAndDeleteObjectSet                                              |          2 |           0.1009 |           0.0504
ExpansionQuestModule::CheckAndSpawnObjectSet                                               |          2 |           0.0078 |           0.0039
ExpansionQuestModule::CleanupPlayerQuests                                                  |          1 |           9.1844 |           9.1844
ExpansionQuestModule::GetObjectiveProgressFromQuestData                                    |          2 |           1.5826 |           0.7913
ExpansionQuestModule::InitClientQuests                                                     |          1 |          28.2541 |          28.2541
ExpansionQuestModule::InitClientQuests_AutoAndAchievementQuests                            |          1 |           2.5302 |           2.5302
ExpansionQuestModule::InitClientQuests_Groups                                              |          1 |           0.0077 |           0.0077
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          1 |          13.4863 |          13.4863
ExpansionQuestModule::InitQuestSystemClient                                                |          1 |          32.9162 |          32.9162
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0153 |           0.0153
ExpansionQuestModule::OnClientDisconnect                                                   |          1 |          10.8566 |          10.8566
ExpansionQuestModule::OnInit                                                               |          1 |           0.0179 |           0.0179
ExpansionQuestModule::OnInvokeConnect                                                      |          1 |           0.0559 |           0.0559
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0185 |           0.0185
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         100.7330 |         100.7330
ExpansionQuestModule::OnMissionStart                                                       |          1 |          92.4089 |          92.4089
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          2 |           1.2393 |           0.6196
ExpansionQuestModule::RemoveClientMarkers                                                  |          2 |           0.0697 |           0.0348
ExpansionQuestModule::SendClientQuestData                                                  |          1 |           5.4514 |           5.4514
ExpansionQuestModule::ServerModuleInit                                                     |          1 |          90.8843 |          90.8843
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          2 |           1.6523 |           0.8261
