NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0045 |           0.0045
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0093 |           0.0046
ExpansionBus::EEInit                                                                       |          1 |           0.0295 |           0.0295
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.1228 |           0.1228
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.2044 |           0.2044
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.3655 |           0.3655
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.0115 |           0.0115
ExpansionHardlineModule::OnClientPrepare                                                   |          1 |           0.0089 |           0.0089
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0132 |           0.0132
ExpansionHatchBird::EEInit                                                                 |          1 |           0.0424 |           0.0424
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.3397 |           0.3397
ExpansionMarketCategory::GetGlobalItem                                                     |       3118 |           3.5005 |           0.0011
ExpansionMarketModule::StartTrading                                                        |          2 |           0.0621 |           0.0310
ExpansionMerlin::EEInit                                                                    |          1 |           0.1210 |           0.1210
ExpansionMh6::EEInit                                                                       |          3 |           0.1309 |           0.0436
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |           9.1819 |           9.1819
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0031 |           0.0031
ExpansionP2PMarketModule::CheckListingsTimes                                               |          4 |           0.0493 |           0.0123
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0026 |           0.0026
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           2.7943 |           2.7943
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           1.6716 |           1.6716
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0084 |           0.0084
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0066 |           0.0066
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         361.7710 |         361.7710
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           3.7239 |           3.7239
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         361.5260 |         361.5260
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.4319 |           0.4319
ExpansionPathHandler::OnUpdate                                                             |      35676 |         316.3550 |           0.0088
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           3.5706 |           3.5706
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.8215 |           0.4107
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0070 |           0.0035
ExpansionQuest::Finalize                                                                   |          2 |           1.5486 |           0.7743
ExpansionQuest::OnQuestCleanup                                                             |          2 |           6.2750 |           3.1375
ExpansionQuest::OnQuestContinue                                                            |          2 |           6.7601 |           3.3800
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.8472 |           0.4236
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0198 |           0.0099
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.1082 |           0.0541
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.0927 |           0.0463
ExpansionQuest::SetQuestState                                                              |          2 |           0.0856 |           0.0428
ExpansionQuest::UpdateQuest                                                                |          2 |           3.7664 |           1.8832
ExpansionQuestConfig::Load                                                                 |         21 |          29.8761 |           1.4226
ExpansionQuestConfig::OnSend                                                               |         21 |           0.3970 |           0.0189
ExpansionQuestConfig::ValidateQuestConfiguration                                           |         21 |           0.2123 |           0.0101
ExpansionQuestModule::CheckAndDeleteObjectSet                                              |          2 |           0.0086 |           0.0043
ExpansionQuestModule::CheckAndSpawnObjectSet                                               |          2 |           0.0091 |           0.0045
ExpansionQuestModule::CleanupPlayerQuests                                                  |          1 |           7.7025 |           7.7025
ExpansionQuestModule::GetObjectiveProgressFromQuestData                                    |          2 |           2.8930 |           1.4465
ExpansionQuestModule::InitClientQuests                                                     |          1 |          26.8355 |          26.8355
ExpansionQuestModule::InitClientQuests_AutoAndAchievementQuests                            |          1 |           0.6935 |           0.6935
ExpansionQuestModule::InitClientQuests_Groups                                              |          1 |           0.0059 |           0.0059
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          1 |          15.1411 |          15.1411
ExpansionQuestModule::InitQuestSystemClient                                                |          1 |          29.8751 |          29.8751
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0155 |           0.0155
ExpansionQuestModule::OnClientDisconnect                                                   |          1 |           7.9556 |           7.9556
ExpansionQuestModule::OnInit                                                               |          1 |           0.0154 |           0.0154
ExpansionQuestModule::OnInvokeConnect                                                      |          1 |           0.0555 |           0.0555
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0148 |           0.0148
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         129.9700 |         129.9700
ExpansionQuestModule::OnMissionStart                                                       |          1 |         101.3580 |         101.3580
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          2 |           2.4249 |           1.2124
ExpansionQuestModule::RemoveClientMarkers                                                  |          2 |           0.3141 |           0.1570
ExpansionQuestModule::SendClientQuestData                                                  |          1 |           6.5525 |           6.5525
ExpansionQuestModule::ServerModuleInit                                                     |          1 |          99.9502 |          99.9502
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          2 |           3.0062 |           1.5031
ExpansionQuestModule::UpdateQuestObjectiveData                                             |          2 |           1.3677 |           0.6838
ExpansionQuestNPCAIDenis::OnPlayerLoaded                                                   |          1 |           0.3931 |           0.3931
ExpansionQuestNPCAIElias::OnPlayerLoaded                                                   |          1 |           0.5695 |           0.5695
ExpansionQuestObjectiveActionEvent::AssignObjectiveOnClasses                               |          1 |           0.3232 |           0.3232
ExpansionQuestObjectiveActionEvent::CanComplete                                            |          1 |           0.1570 |           0.1570
ExpansionQuestObjectiveActionEvent::DeassignObjectiveOnClasses                             |          2 |           0.5371 |           0.2685
ExpansionQuestObjectiveActionEvent::ExpansionQuestObjectiveEventBase                       |          1 |           0.0038 |           0.0038
ExpansionQuestObjectiveActionEvent::OnContinue                                             |          1 |           0.8358 |           0.8358
ExpansionQuestObjectiveActionEvent::OnObjectiveActionExecuted                              |          5 |           0.0365 |           0.0073
ExpansionQuestObjectiveActionEvent::RemoveObjectiveMarkers                                 |          1 |           0.6395 |           0.6395
ExpansionQuestObjectiveActionEvent::SetActionState                                         |          1 |           0.0374 |           0.0374
ExpansionQuestObjectiveActionEvent::SetExecutionCount                                      |          1 |           0.0946 |           0.0946
ExpansionQuestObjectiveData::OnRecieve                                                     |          4 |           0.0294 |           0.0073
ExpansionQuestObjectiveData::OnSend                                                        |          8 |           0.9199 |           0.1149
ExpansionQuestObjectiveTargetEvent::AssignObjectiveOnClasses                               |          1 |           0.1905 |           0.1905
ExpansionQuestObjectiveTargetEvent::CanComplete                                            |          1 |           0.0913 |           0.0913
ExpansionQuestObjectiveTargetEvent::DeassignObjectiveOnClasses                             |          2 |           0.7013 |           0.3506
ExpansionQuestObjectiveTargetEvent::ExpansionQuestObjectiveEventBase                       |          1 |           0.0024 |           0.0024
ExpansionQuestObjectiveTargetEvent::RemoveObjectiveMarkers                                 |          1 |           0.5697 |           0.5697
ExpansionQuestObjectiveTargetEvent::SetCount                                               |          1 |           0.0385 |           0.0385
ExpansionQuestPersistentData::GetQuestObjectiveByQuestIDAndIndex                           |          2 |           0.0209 |           0.0104
ExpansionQuestPersistentData::OnRead                                                       |          1 |           1.1559 |           1.1559
ExpansionQuestPersistentData::OnWrite                                                      |          2 |           4.3792 |           2.1896
ExpansionQuestPersistentData::Save                                                         |          1 |           3.6678 |           3.6678
ExpansionQuestPersistentQuestData::OnRead                                                  |          4 |           0.6251 |           0.1562
ExpansionQuestPersistentQuestData::OnWrite                                                 |          8 |           2.9792 |           0.3724
ExpansionQuestPersistentServerData::Save                                                   |          1 |           0.5026 |           0.5026
ExpansionQuestSettings::OnLoad                                                             |          1 |           1.3236 |           1.3236
ExpansionRespawnHandlerModule::CheckResumeSpawnSelection                                   |          1 |           0.0073 |           0.0073
ExpansionRespawnHandlerModule::Load                                                        |          1 |           0.2777 |           0.2777
ExpansionRespawnHandlerModule::OnInit                                                      |          1 |           0.0187 |           0.0187
ExpansionRespawnHandlerModule::OnInvokeConnect                                             |          1 |           0.0066 |           0.0066
