NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ActionBase::AssignQuestObjective                                                           |          1 |           0.0050 |           0.0050
ActionBase::DeassignQuestObjective                                                         |          2 |           0.0090 |           0.0045
ExpansionEntityStorageModule::OnMissionStart                                               |          1 |           0.0962 |           0.0962
ExpansionGarageModule::LoadGarageData                                                      |          1 |           0.2536 |           0.2536
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.4043 |           0.4043
ExpansionHardlineModule::OnClientDisconnect                                                |          1 |           0.0077 |           0.0077
ExpansionHardlineModule::OnClientPrepare                                                   |          2 |           0.0204 |           0.0102
ExpansionHardlineModule::OnInvokeConnect                                                   |          1 |           0.0155 |           0.0155
ExpansionItemBaseModule::OnMissionStart                                                    |          1 |           0.2579 |           0.2579
ExpansionMarketCategory::GetGlobalItem                                                     |       2936 |           3.5052 |           0.0011
ExpansionMissionModule::OnMissionLoaded                                                    |          1 |          15.3571 |          15.3571
ExpansionMissionModule::StartNewMissions                                                   |          1 |           0.0041 |           0.0041
ExpansionP2PMarketModule::CheckListingsTimes                                               |         24 |           0.4186 |           0.0174
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0027 |           0.0027
ExpansionP2PMarketModule::LoadP2PMarketServerData                                          |          1 |           2.5158 |           2.5158
ExpansionP2PMarketModule::LoadP2PMarketTraderData                                          |          1 |           1.7809 |           1.7809
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0120 |           0.0120
ExpansionP2PMarketModule::OnInvokeConnect                                                  |          1 |           0.0070 |           0.0070
ExpansionP2PMarketModule::OnMissionLoaded                                                  |          1 |         672.4250 |         672.4250
ExpansionP2PMarketModule::OnMissionStart                                                   |          1 |           2.9689 |           2.9689
ExpansionP2PMarketModule::ServerModuleInit                                                 |          1 |         672.1390 |         672.1390
ExpansionP2PTraderAIIrena::OnPlayerLoaded                                                  |          1 |           0.5816 |           0.5816
ExpansionPathHandler::OnUpdate                                                             |     250386 |        2037.9400 |           0.0081
ExpansionPersonalStorageModule::LoadPersonalStorageServerConfig                            |          1 |           4.5986 |           4.5986
ExpansionQuest::CreateObjectivesFromConfig                                                 |          2 |           0.6677 |           0.3338
ExpansionQuest::ExpansionQuest                                                             |          2 |           0.0088 |           0.0044
ExpansionQuest::Finalize                                                                   |          2 |           1.5236 |           0.7618
ExpansionQuest::OnQuestCleanup                                                             |          2 |           5.8382 |           2.9191
ExpansionQuest::OnQuestContinue                                                            |          2 |           7.2019 |           3.6009
ExpansionQuest::QuestCompletionCheck                                                       |          2 |           0.8769 |           0.4384
ExpansionQuest::RemoveQuestMarkers                                                         |          2 |           0.0127 |           0.0063
ExpansionQuest::SetCurrentObjectiveIndex                                                   |          2 |           0.1059 |           0.0529
ExpansionQuest::SetPlayerUID                                                               |          2 |           0.1324 |           0.0662
ExpansionQuest::SetQuestState                                                              |          2 |           0.1012 |           0.0506
ExpansionQuest::UpdateQuest                                                                |          2 |           3.5923 |           1.7961
ExpansionQuestConfig::Load                                                                 |         21 |          53.7865 |           2.5612
ExpansionQuestConfig::OnSend                                                               |         21 |           0.5206 |           0.0247
ExpansionQuestConfig::ValidateQuestConfiguration                                           |         21 |           0.3922 |           0.0186
ExpansionQuestModule::CheckAndDeleteObjectSet                                              |          2 |           0.0077 |           0.0038
ExpansionQuestModule::CheckAndSpawnObjectSet                                               |          2 |           0.0084 |           0.0042
ExpansionQuestModule::CleanupPlayerQuests                                                  |          1 |           7.0416 |           7.0416
ExpansionQuestModule::GetObjectiveProgressFromQuestData                                    |          2 |           2.5835 |           1.2917
ExpansionQuestModule::InitClientQuests                                                     |          1 |          37.3782 |          37.3782
ExpansionQuestModule::InitClientQuests_AutoAndAchievementQuests                            |          1 |           1.2458 |           1.2458
ExpansionQuestModule::InitClientQuests_Groups                                              |          1 |           0.0064 |           0.0064
ExpansionQuestModule::InitClientQuests_NormalQuests                                        |          1 |          17.5178 |          17.5178
ExpansionQuestModule::InitQuestSystemClient                                                |          1 |          41.8153 |          41.8153
ExpansionQuestModule::LoadObjectSets                                                       |          1 |           0.0162 |           0.0162
ExpansionQuestModule::OnClientDisconnect                                                   |          1 |           7.5322 |           7.5322
ExpansionQuestModule::OnInit                                                               |          1 |           0.0172 |           0.0172
ExpansionQuestModule::OnInvokeConnect                                                      |          1 |           0.0835 |           0.0835
ExpansionQuestModule::OnMissionFinish                                                      |          1 |           0.0117 |           0.0117
ExpansionQuestModule::OnMissionLoaded                                                      |          1 |         267.4800 |         267.4800
ExpansionQuestModule::OnMissionStart                                                       |          1 |         159.2540 |         159.2540
ExpansionQuestModule::ProcessUpdateAndSync                                                 |          2 |           2.0167 |           1.0083
ExpansionQuestModule::RemoveClientMarkers                                                  |          2 |           0.0459 |           0.0229
ExpansionQuestModule::SendClientQuestData                                                  |          1 |           9.4807 |           9.4807
ExpansionQuestModule::ServerModuleInit                                                     |          1 |         157.0100 |         157.0100
ExpansionQuestModule::UpdateQuestForQuestPlayers                                           |          2 |           3.0155 |           1.5077
ExpansionQuestModule::UpdateQuestObjectiveData                                             |          2 |           1.2456 |           0.6228
ExpansionQuestNPCAIDenis::OnPlayerLoaded                                                   |          1 |           0.4990 |           0.4990
ExpansionQuestNPCAIElias::OnPlayerLoaded                                                   |          1 |           0.7381 |           0.7381
