NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
ExpansionClientSettings::ExpansionClientSettings                                           |          1 |           0.4700 |           0.4700
ExpansionGlobalChatModule::ExpansionGlobalChatModule                                       |          1 |           0.4968 |           0.4968
ExpansionP2PMarketModule::ExpansionP2PMarketModule                                         |          1 |           0.0029 |           0.0029
ExpansionP2PMarketModule::OnInit                                                           |          1 |           0.0085 |           0.0085
ExpansionQuestModule::OnInit                                                               |          1 |           0.0340 |           0.0340
ExpansionRespawnHandlerModule::OnInit                                                      |          1 |           0.0268 |           0.0268
ExpansionSettings::GameInit                                                                |          3 |          78.6945 |          26.2315
ExpansionSettings::Init                                                                    |          3 |           0.0409 |           0.0136
ExpansionSettings::Unload                                                                  |          1 |           0.0301 |           0.0301
ExpansionWorldObjectsModule::OnInit                                                        |          1 |           0.0130 |           0.0130
Land_Lighthouse::Land_Lighthouse                                                           |          3 |           0.0385 |           0.0128
Land_Lighthouse::~Land_Lighthouse                                                          |          3 |           0.0137 |           0.0045
MissionMainMenu::CreateScriptedMenu                                                        |          2 |           0.0338 |           0.0169
SurvivorBase::OnPlayerLoaded                                                               |          2 |           4.4068 |           2.2034
