NAME ------------------------------------------------------------------------------------- | ---- CALLS | -- TOTAL TIME MS | ---- AVG TIME MS
MissionGameplay::CreateScriptedMenu                                                        |          6 |         123.5450 |          20.5909
MissionGameplay::InitExpansionChat                                                         |          1 |           0.6921 |           0.6921
MissionGameplay::InitExpansionQuestHud                                                     |          1 |           0.9873 |           0.9873
MissionGameplay::SwitchChatChannelToDirect                                                 |          1 |           0.0085 |           0.0085
MissionMainMenu::CreateScriptedMenu                                                        |          1 |           0.0134 |           0.0134
OffroadHatchback::EEInit                                                                   |          1 |           0.0170 |           0.0170
OffroadHatchback_Blue::EEInit                                                              |          1 |           0.0145 |           0.0145
OffroadHatchback_White::EEInit                                                             |          1 |           0.0137 |           0.0137
SurvivorBase::OnPlayerLoaded                                                               |          4 |           2.7014 |           0.6753
Truck_01_Covered_Blue::EEInit                                                              |          1 |           0.0151 |           0.0151
eAI_SurvivorF_Frida::OnPlayerLoaded                                                        |          1 |           0.6459 |           0.6459
eAI_SurvivorF_Irena::OnPlayerLoaded                                                        |          1 |           0.4997 |           0.4997
eAI_SurvivorF_Judy::OnPlayerLoaded                                                         |          1 |           0.4862 |           0.4862
eAI_SurvivorM_Denis::OnPlayerLoaded                                                        |          1 |           0.7140 |           0.7140
eAI_SurvivorM_Francis::OnPlayerLoaded                                                      |          1 |           0.6742 |           0.6742
eAI_SurvivorM_Kaito::OnPlayerLoaded                                                        |          1 |           0.5188 |           0.5188
eAI_SurvivorM_Peter::OnPlayerLoaded                                                        |          1 |           0.5310 |           0.5310
eAI_SurvivorM_Seth::OnPlayerLoaded                                                         |          1 |           0.5041 |           0.5041
eAI_SurvivorM_Taiki::OnPlayerLoaded                                                        |          1 |           0.5796 |           0.5796
